event_id,offer_id,event_name,timestamp,actor,metadata
ef963ba7-184f-4a39-8944-299957656dae,1d69854a-aeeb-4115-93c5-81767f6f0945,offer_sent,2026-05-12T23:02:40Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
db34e2a6-843b-4b3d-90df-6d28cfc00691,98dc6fa3-40ae-4114-8f21-049187a782e5,offer_generated,2026-04-01T02:15:01Z,system,"{""trigger"": ""hr_ops_approval""}"
435a39f2-f672-48da-96b1-d871bff97198,98dc6fa3-40ae-4114-8f21-049187a782e5,offer_sent,2026-04-01T03:43:01Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
8559cb01-84f6-4e67-9902-5592651cf9de,98dc6fa3-40ae-4114-8f21-049187a782e5,offer_opened,2026-04-01T22:08:01Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""e2989d8a51bd2361""}"
d67b702f-076f-45ad-8fa3-db31cdbaa30a,a217ab4c-4320-4e16-a32c-d7e81ee8a876,offer_generated,2026-06-24T17:13:08Z,system,"{""trigger"": ""hr_ops_approval""}"
d2f6e700-22e8-4940-8256-6cbdd85dd52f,cea73e16-170e-4f9c-8afd-a3f13ea20488,offer_generated,2026-06-10T03:45:33Z,system,"{""trigger"": ""hr_ops_approval""}"
33627df7-cbd0-4462-9b24-091e310c64e0,006f08fc-0c9b-4a62-b485-ca976d311b47,offer_generated,2026-06-27T08:18:10Z,system,"{""trigger"": ""hr_ops_approval""}"
36295712-61f2-43b1-86b7-9f1d55aae706,006f08fc-0c9b-4a62-b485-ca976d311b47,offer_sent,2026-06-27T09:40:10Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
c48e4701-9af4-499d-9fa1-ce8738036ab4,006f08fc-0c9b-4a62-b485-ca976d311b47,offer_opened,2026-06-27T21:16:10Z,candidate,"{""device"": ""desktop"", ""ip_hash"": ""fcb785c0eca24b2e""}"
b1151061-22af-407d-820b-4fafcee502d5,006f08fc-0c9b-4a62-b485-ca976d311b47,offer_signed,2026-06-28T02:49:10Z,candidate,"{""method"": ""aadhaar_otp""}"
56252ba4-5075-437b-a7b2-0ef919d835af,78e581a6-c7a7-4d77-b9cb-87fffd3ca07f,offer_generated,2026-05-13T19:19:46Z,system,"{""trigger"": ""hr_ops_approval""}"
82670562-2c9f-41a3-a1f5-4eddc28d2371,78e581a6-c7a7-4d77-b9cb-87fffd3ca07f,offer_sent,2026-05-13T21:07:46Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
20649e19-15d3-49f1-956f-5e17c0fcec5e,78e581a6-c7a7-4d77-b9cb-87fffd3ca07f,offer_opened,2026-05-14T02:49:46Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""d8adcc9e7427ef86""}"
aade41fe-1ac2-4863-9d7d-34ddc2bd8817,78e581a6-c7a7-4d77-b9cb-87fffd3ca07f,offer_signed,2026-05-14T05:05:46Z,candidate,"{""method"": ""aadhaar_otp""}"
85d23993-095d-4f53-92cb-331ae7421258,a6673ddd-8fe8-4384-b65f-8658bd4babcc,offer_generated,2026-05-04T02:52:14Z,system,"{""trigger"": ""hr_ops_approval""}"
66c8a14c-9395-4f12-81c5-5f8141bba79e,a6673ddd-8fe8-4384-b65f-8658bd4babcc,offer_sent,2026-05-04T03:21:14Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
62513e16-6fa6-4023-a3b9-84a22e51c762,a6673ddd-8fe8-4384-b65f-8658bd4babcc,offer_opened,2026-05-05T01:19:14Z,candidate,"{""device"": ""desktop"", ""ip_hash"": ""5db8d414850b9663""}"
1cbca313-9da5-4847-a5cb-53c2f9798161,e4906051-af2e-49ab-aab6-3f6eba9d6bd0,offer_generated,2026-06-10T07:19:31Z,system,"{""trigger"": ""hr_ops_approval""}"
86c8b8cc-b518-49e3-9711-aa7eb5232933,c6090896-67aa-4ecb-a664-840e158e3f57,offer_generated,2026-06-27T13:58:53Z,system,"{""trigger"": ""hr_ops_approval""}"
e71cd3b9-78c0-44ea-b96f-00ddf881ea67,c6090896-67aa-4ecb-a664-840e158e3f57,offer_sent,2026-06-27T14:33:53Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
18c3dbe6-4723-463c-8921-045c42447af2,c6090896-67aa-4ecb-a664-840e158e3f57,offer_opened,2026-06-27T23:49:53Z,candidate,"{""device"": ""desktop"", ""ip_hash"": ""dae32d6f4c48d4f0""}"
65e3a467-416d-46ea-a130-ea03bdea91a4,c6090896-67aa-4ecb-a664-840e158e3f57,offer_signed,2026-06-28T06:04:53Z,candidate,"{""method"": ""aadhaar_otp""}"
5516334f-2bc6-45e5-80ee-79043df3c25b,e16ad1fc-2949-4832-8a44-47ce16c6c53b,offer_generated,2026-06-22T05:08:12Z,system,"{""trigger"": ""hr_ops_approval""}"
6ab65079-c724-4348-bbc5-edc90e8a4f9d,e16ad1fc-2949-4832-8a44-47ce16c6c53b,offer_sent,2026-06-22T06:12:12Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
53c033bc-23d4-4478-8555-55ff1bc35fbc,e16ad1fc-2949-4832-8a44-47ce16c6c53b,offer_opened,2026-06-22T20:12:12Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""00bf68df74eb9d8f""}"
437b3d48-d0e5-40f5-be8b-c18dabc8b6e4,e16ad1fc-2949-4832-8a44-47ce16c6c53b,offer_signed,2026-06-23T03:55:12Z,candidate,"{""method"": ""aadhaar_otp""}"
ae272791-ee3f-4065-8e57-81daae87fa58,193edfa6-aac2-49f1-be83-33e843b51eaa,offer_generated,2026-05-23T13:27:27Z,system,"{""trigger"": ""hr_ops_approval""}"
db800370-e419-49c3-aa32-47a4f20447fa,193edfa6-aac2-49f1-be83-33e843b51eaa,offer_sent,2026-05-23T14:00:27Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
e89ad9ef-cdb4-4df2-8d68-34a9bff77780,5e3e4fb0-2639-4daf-9e98-553282eafab7,offer_generated,2026-04-16T15:32:54Z,system,"{""trigger"": ""hr_ops_approval""}"
ca7614f4-d258-4152-8fc5-5bb4ddde0f50,ac0b84b0-2ef0-416c-b803-5ac6fd3e854b,offer_generated,2026-03-31T14:55:33Z,system,"{""trigger"": ""hr_ops_approval""}"
6a408cba-20f8-4538-8f7c-62083b0a2c65,ac0b84b0-2ef0-416c-b803-5ac6fd3e854b,offer_sent,2026-03-31T16:08:33Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
77da7704-f457-4246-b7ca-5adce5e52a2e,ac0b84b0-2ef0-416c-b803-5ac6fd3e854b,offer_opened,2026-03-31T23:45:33Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""d46e86db797e2705""}"
39a9b411-523f-46cc-8751-4ef08683e53c,b299305b-0312-468d-ae46-67de3803ea7c,offer_generated,2026-05-15T20:53:55Z,system,"{""trigger"": ""hr_ops_approval""}"
964f8076-4d4b-4c92-8c80-f603db7454b9,b299305b-0312-468d-ae46-67de3803ea7c,offer_sent,2026-05-15T21:44:55Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
3f2a7e0e-3c6f-42bb-8c85-740ae6dc8c2d,b299305b-0312-468d-ae46-67de3803ea7c,offer_opened,2026-05-16T17:09:55Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""baf9cb43fdf93b44""}"
7ab32155-b714-4635-8fe8-8f0bb1c0446e,b299305b-0312-468d-ae46-67de3803ea7c,offer_signed,2026-05-16T21:54:55Z,candidate,"{""method"": ""aadhaar_otp""}"
bdb0cc23-4365-477d-9878-1bf1036d0174,a3835354-fe89-4f12-8f8e-6cae37cd2f02,offer_generated,2026-04-06T06:48:00Z,system,"{""trigger"": ""hr_ops_approval""}"
476ffbc4-359c-465d-ad77-1ca5c3586f58,a3835354-fe89-4f12-8f8e-6cae37cd2f02,offer_sent,2026-04-06T07:07:00Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
a7af0622-f057-44cf-9d44-4614fab332eb,a3835354-fe89-4f12-8f8e-6cae37cd2f02,offer_opened,2026-04-07T03:11:00Z,candidate,"{""device"": ""desktop"", ""ip_hash"": ""7ddd91fd666d3330""}"
856cf0ee-a332-42f5-ab32-d6eb93d5ff65,a3835354-fe89-4f12-8f8e-6cae37cd2f02,offer_signed,2026-04-07T07:37:00Z,candidate,"{""method"": ""aadhaar_otp""}"
8ace4b05-3d60-4a38-a4ed-07c57c422548,44860eda-11bf-4358-bd60-d589b069e091,offer_generated,2026-05-14T21:28:45Z,system,"{""trigger"": ""hr_ops_approval""}"
a443376f-9209-4b64-9357-9bd3140cb711,44860eda-11bf-4358-bd60-d589b069e091,offer_sent,2026-05-14T22:44:45Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
30ab88a6-b44e-440e-b6ff-200cb93b021b,44860eda-11bf-4358-bd60-d589b069e091,offer_opened,2026-05-15T09:25:45Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""b41a3365bec810b8""}"
8f1c7f32-ce1a-4c30-8f55-03f359d3d08d,44860eda-11bf-4358-bd60-d589b069e091,offer_signed,2026-05-15T11:40:45Z,candidate,"{""method"": ""aadhaar_otp""}"
a068cb7b-8e34-4e25-8e4d-8b0d7bd59f27,3876c5aa-9bdb-4b8b-b391-d1f03cae3e05,offer_generated,2026-05-25T19:05:11Z,system,"{""trigger"": ""hr_ops_approval""}"
3cf1d6b8-8a08-4cf7-81fb-81d46a61dc90,3876c5aa-9bdb-4b8b-b391-d1f03cae3e05,offer_sent,2026-05-25T20:19:11Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
7895fc57-a0d7-4aec-9db1-fc08188eea5a,a966f06e-9dad-4a9d-894c-7807922db518,offer_generated,2026-06-25T03:56:57Z,system,"{""trigger"": ""hr_ops_approval""}"
4d479013-e7b8-4573-9b00-854722cb239c,a966f06e-9dad-4a9d-894c-7807922db518,offer_sent,2026-06-25T04:24:57Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
4ecb3b6b-6cbb-425e-8a9f-78968ea8db52,a966f06e-9dad-4a9d-894c-7807922db518,offer_opened,2026-06-26T02:27:57Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""9fe7578cce7cbf7f""}"
e1634331-37d3-4d49-b756-9983b6973bbf,a966f06e-9dad-4a9d-894c-7807922db518,offer_signed,2026-06-26T06:07:57Z,candidate,"{""method"": ""aadhaar_otp""}"
0f08805f-da82-4fff-a7dd-6cd7ea50444d,a38d0cab-0dee-499d-b13d-422fb4e1bc8b,offer_generated,2026-04-22T23:01:11Z,system,"{""trigger"": ""hr_ops_approval""}"
05aa32a4-2dea-4953-856d-920bb168cdd1,d71aba34-8dae-403b-a0b8-42e81301e2dc,offer_generated,2026-06-16T17:27:41Z,system,"{""trigger"": ""hr_ops_approval""}"
30c9185d-f728-4177-b4f8-7af240a6352e,d71aba34-8dae-403b-a0b8-42e81301e2dc,offer_sent,2026-06-16T18:40:41Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
c6e15caa-3c7c-415d-9f0b-028085e9064b,d71aba34-8dae-403b-a0b8-42e81301e2dc,offer_opened,2026-06-16T23:10:41Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""709009ef8392f75d""}"
b486816c-a8d1-441c-85dc-f457d846d7a8,e2331b22-39b1-4900-b722-0e8fc7f8e73e,offer_generated,2026-05-14T07:01:10Z,system,"{""trigger"": ""hr_ops_approval""}"
dfd5cf43-9d57-4679-b99e-108b25d262aa,e2331b22-39b1-4900-b722-0e8fc7f8e73e,offer_sent,2026-05-14T08:15:10Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
ddc682bc-9964-4b4e-9b02-900e3920dfdc,e2331b22-39b1-4900-b722-0e8fc7f8e73e,offer_opened,2026-05-14T21:21:10Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""4a8a51daf1791958""}"
6c84b807-4ab2-4b7c-86dd-3051181f09eb,e2331b22-39b1-4900-b722-0e8fc7f8e73e,offer_signed,2026-05-15T00:23:10Z,candidate,"{""method"": ""aadhaar_otp""}"
a88f8074-7deb-44c3-a183-d8ba0a795297,6f9e2ea3-f68b-4fff-9152-dd972c13b088,offer_generated,2026-06-25T02:49:30Z,system,"{""trigger"": ""hr_ops_approval""}"
9568ce44-afa0-43b0-bd87-2212b37d1988,6f9e2ea3-f68b-4fff-9152-dd972c13b088,offer_sent,2026-06-25T03:47:30Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
dee96a00-4b6e-42b6-8fe0-909c34034942,6f9e2ea3-f68b-4fff-9152-dd972c13b088,offer_opened,2026-06-25T04:29:30Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""91d10a33e2094902""}"
61dabf0a-83de-47db-b1ec-848d3ebb8c23,6f9e2ea3-f68b-4fff-9152-dd972c13b088,offer_signed,2026-06-25T05:25:30Z,candidate,"{""method"": ""aadhaar_otp""}"
8cec6630-cbf8-4d1c-84ad-037c4e710994,8f5e4a6a-8202-464f-b6d8-e47b79f2f6ba,offer_generated,2026-06-04T11:37:30Z,system,"{""trigger"": ""hr_ops_approval""}"
6d338f2e-4abf-468c-963c-d927b3438103,8f5e4a6a-8202-464f-b6d8-e47b79f2f6ba,offer_sent,2026-06-04T12:33:30Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
3931504a-1ab4-4cc2-9215-93af76ceecdd,8f5e4a6a-8202-464f-b6d8-e47b79f2f6ba,offer_opened,2026-06-05T07:08:30Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""67e08a84b2810a19""}"
48645e5b-fe95-40be-a99f-acbc44fd1054,95743273-3516-46e1-9a7d-bc0804c6764b,offer_generated,2026-06-05T12:15:39Z,system,"{""trigger"": ""hr_ops_approval""}"
2af7ef3d-67b8-47aa-bcd4-5116537f9f9b,95743273-3516-46e1-9a7d-bc0804c6764b,offer_sent,2026-06-05T13:53:39Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
1de2a318-63b3-46cf-a3b0-244ce6443846,95743273-3516-46e1-9a7d-bc0804c6764b,offer_opened,2026-06-06T09:45:39Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""ea2bf85958c12c37""}"
011e992f-0cc6-48c5-ac07-3a54e021eb80,d409eb64-09d5-40f7-8c9e-9fd106ee6f00,offer_generated,2026-04-25T03:29:25Z,system,"{""trigger"": ""hr_ops_approval""}"
f52e03ad-f9b9-4895-be11-4703a54d71e8,d409eb64-09d5-40f7-8c9e-9fd106ee6f00,offer_sent,2026-04-25T04:26:25Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
6294b17c-bdb7-4a38-90d5-0b2be0cfd699,d409eb64-09d5-40f7-8c9e-9fd106ee6f00,offer_opened,2026-04-25T06:40:25Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""12c46f78dfc8392c""}"
b870b59c-9777-476e-9447-40609f8ddbde,0d04b196-acfa-486a-8fe7-f398a437028a,offer_generated,2026-05-05T06:40:15Z,system,"{""trigger"": ""hr_ops_approval""}"
deda17c8-9d3f-42c7-ae58-5ea9d4e4e9c4,0d04b196-acfa-486a-8fe7-f398a437028a,offer_sent,2026-05-05T07:29:15Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
903afb75-cad7-4b6c-8514-aad6f7af2b93,131bb742-6024-40b7-9f81-54b77763d4a4,offer_generated,2026-05-28T07:11:30Z,system,"{""trigger"": ""hr_ops_approval""}"
96a55dea-72e4-400a-a3b1-b50fbad181eb,131bb742-6024-40b7-9f81-54b77763d4a4,offer_sent,2026-05-28T08:08:30Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
634b4e81-622f-4b7a-8570-351315d961c2,131bb742-6024-40b7-9f81-54b77763d4a4,offer_opened,2026-05-28T21:08:30Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""5a6ba72e515ad5eb""}"
71094694-45e8-4c69-837a-6f5ed4572f14,41f2a32a-95c7-4cae-8ed2-01f103991c3d,offer_generated,2026-04-05T23:40:51Z,system,"{""trigger"": ""hr_ops_approval""}"
dee5dcd1-7893-42a3-8285-1bb881ac7787,41f2a32a-95c7-4cae-8ed2-01f103991c3d,offer_sent,2026-04-06T01:28:51Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
c76d268d-3229-4a7b-82a8-be64a7591436,41f2a32a-95c7-4cae-8ed2-01f103991c3d,offer_opened,2026-04-06T03:36:51Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""39565966aa934c3b""}"
0e1d91dd-ecc2-434e-9dfc-737945f9a328,41f2a32a-95c7-4cae-8ed2-01f103991c3d,offer_signed,2026-04-06T07:14:51Z,candidate,"{""method"": ""aadhaar_otp""}"
ebeb600d-7187-4aef-aa7c-022dc2cdaa08,e868a4ff-98b1-4ed6-a043-abc637108d36,offer_generated,2026-05-27T04:19:42Z,system,"{""trigger"": ""hr_ops_approval""}"
1ef6cb3e-9b3b-473a-82ba-4e69b2035457,e868a4ff-98b1-4ed6-a043-abc637108d36,offer_sent,2026-05-27T05:21:42Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
048a99e4-9336-4b61-8d0f-030db5acdc17,e868a4ff-98b1-4ed6-a043-abc637108d36,offer_opened,2026-05-27T08:40:42Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""b059af5a369e6097""}"
b741dd00-ffbc-4829-b00a-d1947c5050b1,64fcc0e8-2271-4fea-b94b-91199290297f,offer_generated,2026-04-04T10:12:49Z,system,"{""trigger"": ""hr_ops_approval""}"
31a510c4-a79c-4f20-9faf-1ddb231f0d81,64fcc0e8-2271-4fea-b94b-91199290297f,offer_sent,2026-04-04T11:59:49Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
8e5a508e-f091-4edf-a17c-12933be8bce2,64fcc0e8-2271-4fea-b94b-91199290297f,offer_opened,2026-04-05T11:04:49Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""84d33c897badc7d7""}"
a2309a0a-f585-411a-9bd5-17a0de8b1b82,64fcc0e8-2271-4fea-b94b-91199290297f,offer_signed,2026-04-05T12:55:49Z,candidate,"{""method"": ""aadhaar_otp""}"
fcfa4b93-e27a-4897-9a8c-f9255ebef01c,8a4bdcf2-5a6f-41ec-9402-8f524abe5243,offer_generated,2026-04-17T06:08:04Z,system,"{""trigger"": ""hr_ops_approval""}"
4df876a1-9249-4fb3-836e-7959cd9ba15d,8a4bdcf2-5a6f-41ec-9402-8f524abe5243,offer_sent,2026-04-17T07:49:04Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
d0845842-13e5-4334-b9a5-ff4677838ab0,8a4bdcf2-5a6f-41ec-9402-8f524abe5243,offer_opened,2026-04-17T16:15:04Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""b0d9b80775dcc955""}"
e2eb4f0d-c713-48f5-841b-a15bdb52c3ac,8a4bdcf2-5a6f-41ec-9402-8f524abe5243,offer_signed,2026-04-17T18:04:04Z,candidate,"{""method"": ""aadhaar_otp""}"
46b50083-2fa5-4676-accf-93ed1736783a,510d555e-6734-4678-b151-5823d5e78790,offer_generated,2026-05-22T06:53:26Z,system,"{""trigger"": ""hr_ops_approval""}"
6264d612-fd7f-45ea-89f9-2a35cd20b22b,510d555e-6734-4678-b151-5823d5e78790,offer_sent,2026-05-22T08:21:26Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
04b4d599-f39d-42ff-883a-db9567376779,510d555e-6734-4678-b151-5823d5e78790,offer_opened,2026-05-22T17:26:26Z,candidate,"{""device"": ""desktop"", ""ip_hash"": ""f3b3c504516af7e1""}"
92fd7ae0-ea96-4328-87a5-3ef418b30388,510d555e-6734-4678-b151-5823d5e78790,offer_signed,2026-05-22T21:45:26Z,candidate,"{""method"": ""aadhaar_otp""}"
429fef6f-a2f9-4d42-bd53-b318ec52cc48,2a80a5da-dff4-4eb3-ab29-57d25d3abc39,offer_generated,2026-03-31T11:21:08Z,system,"{""trigger"": ""hr_ops_approval""}"
0020bc18-9a37-4a10-aa9c-48643881d8e0,2a80a5da-dff4-4eb3-ab29-57d25d3abc39,offer_sent,2026-03-31T12:06:08Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
a1cb4584-2cac-4b46-9ab7-8957562e8315,2a80a5da-dff4-4eb3-ab29-57d25d3abc39,offer_opened,2026-04-01T07:28:08Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""f9e9239d36a3aa4b""}"
86aba1db-d82c-436b-abe4-ce67a2fb614c,2a80a5da-dff4-4eb3-ab29-57d25d3abc39,offer_rejected,2026-04-02T21:44:08Z,candidate,"{""reason"": ""no_reason_given""}"
1dc957ec-97ed-4820-b545-c790d2332852,992e61ed-1722-48fc-8436-75fa15541c47,offer_generated,2026-05-30T14:02:56Z,system,"{""trigger"": ""hr_ops_approval""}"
d4470328-d5db-4f41-a63a-8f904329ca1b,992e61ed-1722-48fc-8436-75fa15541c47,offer_sent,2026-05-30T14:49:56Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
0ea56189-5dd6-4cad-a017-9de33386c827,992e61ed-1722-48fc-8436-75fa15541c47,offer_opened,2026-05-31T10:25:56Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""3c0026d218aae684""}"
602b2b20-0945-4ad8-b8f0-ddc2ad4e3bf7,992e61ed-1722-48fc-8436-75fa15541c47,offer_signed,2026-05-31T16:05:56Z,candidate,"{""method"": ""aadhaar_otp""}"
1fda10d0-6194-4e26-973c-324560f47e56,b4ae4596-2148-4bd8-bc73-fb37f85c359b,offer_generated,2026-05-14T12:05:15Z,system,"{""trigger"": ""hr_ops_approval""}"
464675ff-96c2-46b1-9690-01706cfbac51,b4ae4596-2148-4bd8-bc73-fb37f85c359b,offer_sent,2026-05-14T13:51:15Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
d9e375d4-32d0-4377-a5de-0bc95902d9d3,b4ae4596-2148-4bd8-bc73-fb37f85c359b,offer_opened,2026-05-14T18:47:15Z,candidate,"{""device"": ""tablet"", ""ip_hash"": ""8ca5d80afbf6a161""}"
d1665632-d328-47d6-8040-57a5ba778a9d,b4ae4596-2148-4bd8-bc73-fb37f85c359b,offer_signed,2026-05-14T20:26:15Z,candidate,"{""method"": ""aadhaar_otp""}"
431ba558-96ea-43c8-a098-28326b12177b,661bee25-26d5-4e28-adad-5b121d08a088,offer_generated,2026-05-19T04:57:12Z,system,"{""trigger"": ""hr_ops_approval""}"
0ec56da4-485e-4a0c-ae30-9c2e789790b6,661bee25-26d5-4e28-adad-5b121d08a088,offer_sent,2026-05-19T06:22:12Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
1015aa1c-b883-475f-91cf-45bc153b4102,661bee25-26d5-4e28-adad-5b121d08a088,offer_opened,2026-05-19T11:41:12Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""d6e5515befc62149""}"
3f848b90-a72d-4216-ab76-36719c58e66c,661bee25-26d5-4e28-adad-5b121d08a088,offer_signed,2026-05-19T15:39:12Z,candidate,"{""method"": ""aadhaar_otp""}"
15e2bfc4-7d47-41ef-8949-ed4c9491fadc,e961b08b-05de-48fb-a04c-74cc2c0a256c,offer_generated,2026-04-25T05:39:11Z,system,"{""trigger"": ""hr_ops_approval""}"
451484f8-e7e4-4085-aa78-3df1f84dde0b,e961b08b-05de-48fb-a04c-74cc2c0a256c,offer_sent,2026-04-25T05:44:11Z,system,"{""channel"": ""email"", ""provider"": ""sendgrid""}"
901b24b8-6b6a-4c99-97b8-8a152b313fa5,e961b08b-05de-48fb-a04c-74cc2c0a256c,offer_opened,2026-04-25T19:56:11Z,candidate,"{""device"": ""mobile"", ""ip_hash"": ""c7ddb57dbfcc03ad""}"
